"learning_rate","max_bin","num_leaves","nrounds","boosting","max_depth","bagging_fraction","feature_fraction","accuracy"
0.05,512,40,100,"dart",10,0.6,1,0.633354249155093
0.01,512,40,100,"dart",10,0.6,1,0
0.1,1024,40,100,"dart",10,0.6,1,0
0.05,1024,40,100,"dart",10,0.6,1,0
0.01,1024,40,100,"dart",10,0.6,1,0
0.1,2048,40,100,"dart",10,0.6,1,0
0.05,2048,40,100,"dart",10,0.6,1,0.664850101071075
0.01,2048,40,100,"dart",10,0.6,1,0
0.1,256,50,100,"dart",10,0.6,1,0
0.05,256,50,100,"dart",10,0.6,1,0
0.01,256,50,100,"dart",10,0.6,1,0
0.1,512,50,100,"dart",10,0.6,1,0
0.05,512,50,100,"dart",10,0.6,1,0.647338395491714
0.01,512,50,100,"dart",10,0.6,1,0.602996191467139
0.1,1024,50,100,"dart",10,0.6,1,0.669267244631716
0.05,1024,50,100,"dart",10,0.6,1,0
0.01,1024,50,100,"dart",10,0.6,1,0
0.1,2048,50,100,"dart",10,0.6,1,0
0.05,2048,50,100,"dart",10,0.6,1,0
0.01,2048,50,100,"dart",10,0.6,1,0
0.1,256,60,100,"dart",10,0.6,1,0
0.05,256,60,100,"dart",10,0.6,1,0
0.01,256,60,100,"dart",10,0.6,1,0
0.1,512,60,100,"dart",10,0.6,1,0
0.05,512,60,100,"dart",10,0.6,1,0
0.01,512,60,100,"dart",10,0.6,1,0
0.1,1024,60,100,"dart",10,0.6,1,0
0.05,1024,60,100,"dart",10,0.6,1,0
0.01,1024,60,100,"dart",10,0.6,1,0
0.1,2048,60,100,"dart",10,0.6,1,0
0.05,2048,60,100,"dart",10,0.6,1,0
0.01,2048,60,100,"dart",10,0.6,1,0
0.1,256,70,100,"dart",10,0.6,1,0
0.05,256,70,100,"dart",10,0.6,1,0
0.01,256,70,100,"dart",10,0.6,1,0
0.1,512,70,100,"dart",10,0.6,1,0
0.05,512,70,100,"dart",10,0.6,1,0
0.01,512,70,100,"dart",10,0.6,1,0
0.1,1024,70,100,"dart",10,0.6,1,0
0.05,1024,70,100,"dart",10,0.6,1,0
0.01,1024,70,100,"dart",10,0.6,1,0
0.1,2048,70,100,"dart",10,0.6,1,0
0.05,2048,70,100,"dart",10,0.6,1,0
0.01,2048,70,100,"dart",10,0.6,1,0
0.1,256,40,150,"dart",10,0.6,1,0
0.05,256,40,150,"dart",10,0.6,1,0
0.01,256,40,150,"dart",10,0.6,1,0.582881260350353
0.1,512,40,150,"dart",10,0.6,1,0
0.05,512,40,150,"dart",10,0.6,1,0.643358101372899
0.01,512,40,150,"dart",10,0.6,1,0
0.1,1024,40,150,"dart",10,0.6,1,0
0.05,1024,40,150,"dart",10,0.6,1,0
0.01,1024,40,150,"dart",10,0.6,1,0
0.1,2048,40,150,"dart",10,0.6,1,0
0.05,2048,40,150,"dart",10,0.6,1,0
0.01,2048,40,150,"dart",10,0.6,1,0
0.1,256,50,150,"dart",10,0.6,1,0
0.05,256,50,150,"dart",10,0.6,1,0
0.01,256,50,150,"dart",10,0.6,1,0.593626763779621
0.1,512,50,150,"dart",10,0.6,1,0
0.05,512,50,150,"dart",10,0.6,1,0.657464366985302
0.01,512,50,150,"dart",10,0.6,1,0
0.1,1024,50,150,"dart",10,0.6,1,0
0.05,1024,50,150,"dart",10,0.6,1,0
0.01,1024,50,150,"dart",10,0.6,1,0.617584977144832
0.1,2048,50,150,"dart",10,0.6,1,0
0.05,2048,50,150,"dart",10,0.6,1,0
0.01,2048,50,150,"dart",10,0.6,1,0
0.1,256,60,150,"dart",10,0.6,1,0
0.05,256,60,150,"dart",10,0.6,1,0
0.01,256,60,150,"dart",10,0.6,1,0
0.1,512,60,150,"dart",10,0.6,1,0
0.05,512,60,150,"dart",10,0.6,1,0
0.01,512,60,150,"dart",10,0.6,1,0.61614833818501
0.1,1024,60,150,"dart",10,0.6,1,0
0.05,1024,60,150,"dart",10,0.6,1,0.690203254131206
0.01,1024,60,150,"dart",10,0.6,1,0
0.1,2048,60,150,"dart",10,0.6,1,0
0.05,2048,60,150,"dart",10,0.6,1,0
0.01,2048,60,150,"dart",10,0.6,1,0
0.1,256,70,150,"dart",10,0.6,1,0
0.05,256,70,150,"dart",10,0.6,1,0
0.01,256,70,150,"dart",10,0.6,1,0
0.1,512,70,150,"dart",10,0.6,1,0
0.05,512,70,150,"dart",10,0.6,1,0
0.01,512,70,150,"dart",10,0.6,1,0
0.1,1024,70,150,"dart",10,0.6,1,0
0.05,1024,70,150,"dart",10,0.6,1,0.700831602482893
0.01,1024,70,150,"dart",10,0.6,1,0
0.1,2048,70,150,"dart",10,0.6,1,0
0.05,2048,70,150,"dart",10,0.6,1,0
0.01,2048,70,150,"dart",10,0.6,1,0
0.1,256,40,100,"gbdt",15,0.6,1,0
0.05,256,40,100,"gbdt",15,0.6,1,0
0.01,256,40,100,"gbdt",15,0.6,1,0
0.1,512,40,100,"gbdt",15,0.6,1,0
0.05,512,40,100,"gbdt",15,0.6,1,0
0.01,512,40,100,"gbdt",15,0.6,1,0
0.1,1024,40,100,"gbdt",15,0.6,1,0
0.05,1024,40,100,"gbdt",15,0.6,1,0
0.01,1024,40,100,"gbdt",15,0.6,1,0
0.1,2048,40,100,"gbdt",15,0.6,1,-1
0.05,2048,40,100,"gbdt",15,0.6,1,0.651877658328137
0.01,2048,40,100,"gbdt",15,0.6,1,0
0.1,256,50,100,"gbdt",15,0.6,1,0
0.05,256,50,100,"gbdt",15,0.6,1,0
0.01,256,50,100,"gbdt",15,0.6,1,0
0.1,512,50,100,"gbdt",15,0.6,1,-1
0.05,512,50,100,"gbdt",15,0.6,1,0
0.01,512,50,100,"gbdt",15,0.6,1,0
0.1,1024,50,100,"gbdt",15,0.6,1,0
0.05,1024,50,100,"gbdt",15,0.6,1,0
0.01,1024,50,100,"gbdt",15,0.6,1,0
0.1,2048,50,100,"gbdt",15,0.6,1,-1
0.05,2048,50,100,"gbdt",15,0.6,1,0
0.01,2048,50,100,"gbdt",15,0.6,1,0
0.1,256,60,100,"gbdt",15,0.6,1,0
0.05,256,60,100,"gbdt",15,0.6,1,0
0.01,256,60,100,"gbdt",15,0.6,1,0
0.1,512,60,100,"gbdt",15,0.6,1,-1
0.05,512,60,100,"gbdt",15,0.6,1,0.677972462599731
0.01,512,60,100,"gbdt",15,0.6,1,0
0.1,1024,60,100,"gbdt",15,0.6,1,0
0.05,1024,60,100,"gbdt",15,0.6,1,0
0.01,1024,60,100,"gbdt",15,0.6,1,0
0.1,2048,60,100,"gbdt",15,0.6,1,-1
0.05,2048,60,100,"gbdt",15,0.6,1,0
0.01,2048,60,100,"gbdt",15,0.6,1,0
0.1,256,70,100,"gbdt",15,0.6,1,-1
0.05,256,70,100,"gbdt",15,0.6,1,0
0.01,256,70,100,"gbdt",15,0.6,1,0
0.1,512,70,100,"gbdt",15,0.6,1,0
0.05,512,70,100,"gbdt",15,0.6,1,0
0.01,512,70,100,"gbdt",15,0.6,1,0
0.1,1024,70,100,"gbdt",15,0.6,1,0
0.05,1024,70,100,"gbdt",15,0.6,1,0
0.01,1024,70,100,"gbdt",15,0.6,1,0
0.1,2048,70,100,"gbdt",15,0.6,1,0
0.05,2048,70,100,"gbdt",15,0.6,1,0
0.01,2048,70,100,"gbdt",15,0.6,1,0
0.1,256,40,150,"gbdt",15,0.6,1,0
0.05,256,40,150,"gbdt",15,0.6,1,0
0.01,256,40,150,"gbdt",15,0.6,1,0
0.1,512,40,150,"gbdt",15,0.6,1,0
0.05,512,40,150,"gbdt",15,0.6,1,0
0.01,512,40,150,"gbdt",15,0.6,1,0
0.1,1024,40,150,"gbdt",15,0.6,1,0
0.05,1024,40,150,"gbdt",15,0.6,1,0
0.01,1024,40,150,"gbdt",15,0.6,1,0.643752258710182
0.1,2048,40,150,"gbdt",15,0.6,1,0
0.05,2048,40,150,"gbdt",15,0.6,1,0
0.01,2048,40,150,"gbdt",15,0.6,1,0
0.1,256,50,150,"gbdt",15,0.6,1,0
0.05,256,50,150,"gbdt",15,0.6,1,0
0.01,256,50,150,"gbdt",15,0.6,1,0
0.1,512,50,150,"gbdt",15,0.6,1,0
0.05,512,50,150,"gbdt",15,0.6,1,0
0.01,512,50,150,"gbdt",15,0.6,1,0
0.1,1024,50,150,"gbdt",15,0.6,1,0
0.05,1024,50,150,"gbdt",15,0.6,1,0
0.01,1024,50,150,"gbdt",15,0.6,1,0
0.1,2048,50,150,"gbdt",15,0.6,1,-1
0.05,2048,50,150,"gbdt",15,0.6,1,0
0.01,2048,50,150,"gbdt",15,0.6,1,0
0.1,256,60,150,"gbdt",15,0.6,1,0
0.05,256,60,150,"gbdt",15,0.6,1,0.488821618487468
0.01,256,60,150,"gbdt",15,0.6,1,0
0.1,512,60,150,"gbdt",15,0.6,1,0
0.05,512,60,150,"gbdt",15,0.6,1,0.610237963805038
0.01,512,60,150,"gbdt",15,0.6,1,0
0.1,1024,60,150,"gbdt",15,0.6,1,0
0.05,1024,60,150,"gbdt",15,0.6,1,0
0.01,1024,60,150,"gbdt",15,0.6,1,0
0.1,2048,60,150,"gbdt",15,0.6,1,0
0.05,2048,60,150,"gbdt",15,0.6,1,0
0.01,2048,60,150,"gbdt",15,0.6,1,0.691457210597173
0.1,256,70,150,"gbdt",15,0.6,1,0
0.05,256,70,150,"gbdt",15,0.6,1,0
0.01,256,70,150,"gbdt",15,0.6,1,0
0.1,512,70,150,"gbdt",15,0.6,1,-1
0.05,512,70,150,"gbdt",15,0.6,1,0
0.01,512,70,150,"gbdt",15,0.6,1,0
0.1,1024,70,150,"gbdt",15,0.6,1,-1
0.05,1024,70,150,"gbdt",15,0.6,1,0.617982113001037
0.01,1024,70,150,"gbdt",15,0.6,1,0
0.1,2048,70,150,"gbdt",15,0.6,1,0
0.05,2048,70,150,"gbdt",15,0.6,1,0
0.01,2048,70,150,"gbdt",15,0.6,1,0
0.1,256,40,100,"dart",15,0.6,1,0
0.05,256,40,100,"dart",15,0.6,1,0
0.01,256,40,100,"dart",15,0.6,1,0.584074653598249
0.1,512,40,100,"dart",15,0.6,1,0
0.05,512,40,100,"dart",15,0.6,1,0
0.01,512,40,100,"dart",15,0.6,1,0.595990714963682
0.1,1024,40,100,"dart",15,0.6,1,0
0.05,1024,40,100,"dart",15,0.6,1,0
0.01,1024,40,100,"dart",15,0.6,1,0
0.1,2048,40,100,"dart",15,0.6,1,0
0.05,2048,40,100,"dart",15,0.6,1,0
0.01,2048,40,100,"dart",15,0.6,1,0.618133024626394
0.1,256,50,100,"dart",15,0.6,1,0
0.05,256,50,100,"dart",15,0.6,1,0
0.01,256,50,100,"dart",15,0.6,1,0
0.1,512,50,100,"dart",15,0.6,1,0
0.05,512,50,100,"dart",15,0.6,1,0
0.01,512,50,100,"dart",15,0.6,1,0
0.1,1024,50,100,"dart",15,0.6,1,0.668110586450519
0.05,1024,50,100,"dart",15,0.6,1,0
0.01,1024,50,100,"dart",15,0.6,1,0
0.1,2048,50,100,"dart",15,0.6,1,0
0.05,2048,50,100,"dart",15,0.6,1,0.695592387699908
0.01,2048,50,100,"dart",15,0.6,1,0
0.1,256,60,100,"dart",15,0.6,1,0
0.05,256,60,100,"dart",15,0.6,1,0
0.01,256,60,100,"dart",15,0.6,1,0
0.1,512,60,100,"dart",15,0.6,1,0
0.05,512,60,100,"dart",15,0.6,1,0
0.01,512,60,100,"dart",15,0.6,1,0
0.1,1024,60,100,"dart",15,0.6,1,0
0.05,1024,60,100,"dart",15,0.6,1,0
0.01,1024,60,100,"dart",15,0.6,1,0.637011870390742
0.1,2048,60,100,"dart",15,0.6,1,0.686571446726211
0.05,2048,60,100,"dart",15,0.6,1,0
0.01,2048,60,100,"dart",15,0.6,1,0
0.1,256,70,100,"dart",15,0.6,1,0
0.05,256,70,100,"dart",15,0.6,1,0
0.01,256,70,100,"dart",15,0.6,1,0
0.1,512,70,100,"dart",15,0.6,1,0
0.05,512,70,100,"dart",15,0.6,1,0
0.01,512,70,100,"dart",15,0.6,1,0
0.1,1024,70,100,"dart",15,0.6,1,0
0.05,1024,70,100,"dart",15,0.6,1,0
0.01,1024,70,100,"dart",15,0.6,1,0
0.1,2048,70,100,"dart",15,0.6,1,0
0.05,2048,70,100,"dart",15,0.6,1,0.72381385448148
0.01,2048,70,100,"dart",15,0.6,1,0
0.1,256,40,150,"dart",15,0.6,1,0.608135129446432
0.05,256,40,150,"dart",15,0.6,1,0
0.01,256,40,150,"dart",15,0.6,1,0.586799998411457
0.1,512,40,150,"dart",15,0.6,1,0.59412715495844
0.05,512,40,150,"dart",15,0.6,1,0.653477122989003
0.01,512,40,150,"dart",15,0.6,1,0
0.1,1024,40,150,"dart",15,0.6,1,0
0.05,1024,40,150,"dart",15,0.6,1,0
0.01,1024,40,150,"dart",15,0.6,1,0
0.1,2048,40,150,"dart",15,0.6,1,0.660962141038828
0.05,2048,40,150,"dart",15,0.6,1,0
0.01,2048,40,150,"dart",15,0.6,1,0
0.1,256,50,150,"dart",15,0.6,1,0
0.05,256,50,150,"dart",15,0.6,1,0
0.01,256,50,150,"dart",15,0.6,1,0
0.1,512,50,150,"dart",15,0.6,1,0
0.05,512,50,150,"dart",15,0.6,1,0
0.01,512,50,150,"dart",15,0.6,1,0
0.1,1024,50,150,"dart",15,0.6,1,0
0.05,1024,50,150,"dart",15,0.6,1,0
0.01,1024,50,150,"dart",15,0.6,1,0.628495291954425
0.1,2048,50,150,"dart",15,0.6,1,0
0.05,2048,50,150,"dart",15,0.6,1,0
0.01,2048,50,150,"dart",15,0.6,1,0
0.1,256,60,150,"dart",15,0.6,1,0
0.05,256,60,150,"dart",15,0.6,1,0
0.01,256,60,150,"dart",15,0.6,1,0
0.1,512,60,150,"dart",15,0.6,1,0
0.05,512,60,150,"dart",15,0.6,1,0
0.01,512,60,150,"dart",15,0.6,1,0.627038796201793
0.1,1024,60,150,"dart",15,0.6,1,0
0.05,1024,60,150,"dart",15,0.6,1,0
0.01,1024,60,150,"dart",15,0.6,1,0
0.1,2048,60,150,"dart",15,0.6,1,0.648674757647844
0.05,2048,60,150,"dart",15,0.6,1,0
0.01,2048,60,150,"dart",15,0.6,1,0.655257284464442
0.1,256,70,150,"dart",15,0.6,1,0.618140967343519
0.05,256,70,150,"dart",15,0.6,1,0
0.01,256,70,150,"dart",15,0.6,1,0
0.1,512,70,150,"dart",15,0.6,1,0
0.05,512,70,150,"dart",15,0.6,1,0.697027040980449
0.01,512,70,150,"dart",15,0.6,1,0.637844862849132
0.1,1024,70,150,"dart",15,0.6,1,0
0.05,1024,70,150,"dart",15,0.6,1,0
0.01,1024,70,150,"dart",15,0.6,1,0.654048005782298
0.1,2048,70,150,"dart",15,0.6,1,0
0.05,2048,70,150,"dart",15,0.6,1,0
0.01,2048,70,150,"dart",15,0.6,1,0
0.1,256,40,100,"gbdt",20,0.6,1,0
0.05,256,40,100,"gbdt",20,0.6,1,0
0.01,256,40,100,"gbdt",20,0.6,1,0
0.1,512,40,100,"gbdt",20,0.6,1,0
0.05,512,40,100,"gbdt",20,0.6,1,0
0.01,512,40,100,"gbdt",20,0.6,1,0
0.1,1024,40,100,"gbdt",20,0.6,1,0
0.05,1024,40,100,"gbdt",20,0.6,1,0.59592915890597
0.01,1024,40,100,"gbdt",20,0.6,1,0
0.1,2048,40,100,"gbdt",20,0.6,1,-1
0.05,2048,40,100,"gbdt",20,0.6,1,0
0.01,2048,40,100,"gbdt",20,0.6,1,0
0.1,256,50,100,"gbdt",20,0.6,1,0
0.05,256,50,100,"gbdt",20,0.6,1,0.61264262141436
0.01,256,50,100,"gbdt",20,0.6,1,0
0.1,512,50,100,"gbdt",20,0.6,1,-1
0.05,512,50,100,"gbdt",20,0.6,1,0
0.01,512,50,100,"gbdt",20,0.6,1,0
0.1,1024,50,100,"gbdt",20,0.6,1,0
0.05,1024,50,100,"gbdt",20,0.6,1,0
0.01,1024,50,100,"gbdt",20,0.6,1,0
0.1,2048,50,100,"gbdt",20,0.6,1,0
0.05,2048,50,100,"gbdt",20,0.6,1,0
0.01,2048,50,100,"gbdt",20,0.6,1,0
0.1,256,60,100,"gbdt",20,0.6,1,0
0.05,256,60,100,"gbdt",20,0.6,1,0.643224068021429
0.01,256,60,100,"gbdt",20,0.6,1,0
0.1,512,60,100,"gbdt",20,0.6,1,0
0.05,512,60,100,"gbdt",20,0.6,1,0
0.01,512,60,100,"gbdt",20,0.6,1,0
0.1,1024,60,100,"gbdt",20,0.6,1,0
0.05,1024,60,100,"gbdt",20,0.6,1,0
0.01,1024,60,100,"gbdt",20,0.6,1,0
0.1,2048,60,100,"gbdt",20,0.6,1,0
0.05,2048,60,100,"gbdt",20,0.6,1,0
0.01,2048,60,100,"gbdt",20,0.6,1,0.674937351818684
0.1,256,70,100,"gbdt",20,0.6,1,0
0.05,256,70,100,"gbdt",20,0.6,1,0
0.01,256,70,100,"gbdt",20,0.6,1,0.634395737937991
0.1,512,70,100,"gbdt",20,0.6,1,0
0.05,512,70,100,"gbdt",20,0.6,1,0
0.01,512,70,100,"gbdt",20,0.6,1,0
0.1,1024,70,100,"gbdt",20,0.6,1,0
0.05,1024,70,100,"gbdt",20,0.6,1,0.698069522602987
0.01,1024,70,100,"gbdt",20,0.6,1,0
0.1,2048,70,100,"gbdt",20,0.6,1,0
0.05,2048,70,100,"gbdt",20,0.6,1,0
0.01,2048,70,100,"gbdt",20,0.6,1,0.688290052143938
0.1,256,40,150,"gbdt",20,0.6,1,0
0.05,256,40,150,"gbdt",20,0.6,1,0
0.01,256,40,150,"gbdt",20,0.6,1,0.611730201784729
0.1,512,40,150,"gbdt",20,0.6,1,0
0.05,512,40,150,"gbdt",20,0.6,1,0
0.01,512,40,150,"gbdt",20,0.6,1,0.628152762278448
0.1,1024,40,150,"gbdt",20,0.6,1,-1
0.05,1024,40,150,"gbdt",20,0.6,1,0.561653355996553
0.01,1024,40,150,"gbdt",20,0.6,1,0
0.1,2048,40,150,"gbdt",20,0.6,1,0
0.05,2048,40,150,"gbdt",20,0.6,1,0
0.01,2048,40,150,"gbdt",20,0.6,1,0.657907173464971
0.1,256,50,150,"gbdt",20,0.6,1,0
0.05,256,50,150,"gbdt",20,0.6,1,0.583023236418947
0.01,256,50,150,"gbdt",20,0.6,1,0
0.1,512,50,150,"gbdt",20,0.6,1,-1
0.05,512,50,150,"gbdt",20,0.6,1,0
0.01,512,50,150,"gbdt",20,0.6,1,0
0.1,1024,50,150,"gbdt",20,0.6,1,0
0.05,1024,50,150,"gbdt",20,0.6,1,0
0.01,1024,50,150,"gbdt",20,0.6,1,0
0.1,2048,50,150,"gbdt",20,0.6,1,0
0.05,2048,50,150,"gbdt",20,0.6,1,0
0.01,2048,50,150,"gbdt",20,0.6,1,0
0.1,256,60,150,"gbdt",20,0.6,1,0
0.05,256,60,150,"gbdt",20,0.6,1,0
0.01,256,60,150,"gbdt",20,0.6,1,0.638450495029845
0.1,512,60,150,"gbdt",20,0.6,1,0
0.05,512,60,150,"gbdt",20,0.6,1,0
0.01,512,60,150,"gbdt",20,0.6,1,0
0.1,1024,60,150,"gbdt",20,0.6,1,0
0.05,1024,60,150,"gbdt",20,0.6,1,0
0.01,1024,60,150,"gbdt",20,0.6,1,0
0.1,2048,60,150,"gbdt",20,0.6,1,0
0.05,2048,60,150,"gbdt",20,0.6,1,0
0.01,2048,60,150,"gbdt",20,0.6,1,0.693703013864013
0.1,256,70,150,"gbdt",20,0.6,1,0
0.05,256,70,150,"gbdt",20,0.6,1,0
0.01,256,70,150,"gbdt",20,0.6,1,0
0.1,512,70,150,"gbdt",20,0.6,1,0
0.05,512,70,150,"gbdt",20,0.6,1,0
0.01,512,70,150,"gbdt",20,0.6,1,0
0.1,1024,70,150,"gbdt",20,0.6,1,0
0.05,1024,70,150,"gbdt",20,0.6,1,0
0.01,1024,70,150,"gbdt",20,0.6,1,0
0.1,2048,70,150,"gbdt",20,0.6,1,-1
0.05,2048,70,150,"gbdt",20,0.6,1,0
0.01,2048,70,150,"gbdt",20,0.6,1,0
0.1,256,40,100,"dart",20,0.6,1,0
0.05,256,40,100,"dart",20,0.6,1,0
0.01,256,40,100,"dart",20,0.6,1,0
0.1,512,40,100,"dart",20,0.6,1,0
0.05,512,40,100,"dart",20,0.6,1,0
0.01,512,40,100,"dart",20,0.6,1,0
0.1,1024,40,100,"dart",20,0.6,1,0.631147166634234
0.05,1024,40,100,"dart",20,0.6,1,0
0.01,1024,40,100,"dart",20,0.6,1,0.607709201240652
0.1,2048,40,100,"dart",20,0.6,1,0
0.05,2048,40,100,"dart",20,0.6,1,0
0.01,2048,40,100,"dart",20,0.6,1,0
0.1,256,50,100,"dart",20,0.6,1,0
0.05,256,50,100,"dart",20,0.6,1,0
0.01,256,50,100,"dart",20,0.6,1,0.596688681230962
0.1,512,50,100,"dart",20,0.6,1,0
0.05,512,50,100,"dart",20,0.6,1,0
0.01,512,50,100,"dart",20,0.6,1,0
0.1,1024,50,100,"dart",20,0.6,1,0.659931573491976
0.05,1024,50,100,"dart",20,0.6,1,0
0.01,1024,50,100,"dart",20,0.6,1,0.624516983514891
0.1,2048,50,100,"dart",20,0.6,1,0.698569913781806
0.05,2048,50,100,"dart",20,0.6,1,0
0.01,2048,50,100,"dart",20,0.6,1,0
0.1,256,60,100,"dart",20,0.6,1,0
0.05,256,60,100,"dart",20,0.6,1,0
0.01,256,60,100,"dart",20,0.6,1,0.607811463723625
0.1,512,60,100,"dart",20,0.6,1,0
0.05,512,60,100,"dart",20,0.6,1,0
0.01,512,60,100,"dart",20,0.6,1,0
0.1,1024,60,100,"dart",20,0.6,1,0
0.05,1024,60,100,"dart",20,0.6,1,0
0.01,1024,60,100,"dart",20,0.6,1,0
0.1,2048,60,100,"dart",20,0.6,1,0
0.05,2048,60,100,"dart",20,0.6,1,0
0.01,2048,60,100,"dart",20,0.6,1,0.65077858484609
0.1,256,70,100,"dart",20,0.6,1,0
0.05,256,70,100,"dart",20,0.6,1,0.663198015909262
0.01,256,70,100,"dart",20,0.6,1,0
0.1,512,70,100,"dart",20,0.6,1,0
0.05,512,70,100,"dart",20,0.6,1,0
0.01,512,70,100,"dart",20,0.6,1,0
0.1,1024,70,100,"dart",20,0.6,1,0
0.05,1024,70,100,"dart",20,0.6,1,0
0.01,1024,70,100,"dart",20,0.6,1,0
0.1,2048,70,100,"dart",20,0.6,1,0
0.05,2048,70,100,"dart",20,0.6,1,0
0.01,2048,70,100,"dart",20,0.6,1,0
0.1,256,40,150,"dart",20,0.6,1,0
0.05,256,40,150,"dart",20,0.6,1,0
0.01,256,40,150,"dart",20,0.6,1,0
0.1,512,40,150,"dart",20,0.6,1,0
0.05,512,40,150,"dart",20,0.6,1,0
0.01,512,40,150,"dart",20,0.6,1,0
0.1,1024,40,150,"dart",20,0.6,1,0
0.05,1024,40,150,"dart",20,0.6,1,0
0.01,1024,40,150,"dart",20,0.6,1,0
0.1,2048,40,150,"dart",20,0.6,1,0
0.05,2048,40,150,"dart",20,0.6,1,0
0.01,2048,40,150,"dart",20,0.6,1,0
0.1,256,50,150,"dart",20,0.6,1,0.617436051198755
0.05,256,50,150,"dart",20,0.6,1,0.648426547737716
0.01,256,50,150,"dart",20,0.6,1,0
0.1,512,50,150,"dart",20,0.6,1,0.648911053482286
0.05,512,50,150,"dart",20,0.6,1,0
0.01,512,50,150,"dart",20,0.6,1,0
0.1,1024,50,150,"dart",20,0.6,1,0
0.05,1024,50,150,"dart",20,0.6,1,0.692895835236276
0.01,1024,50,150,"dart",20,0.6,1,0
0.1,2048,50,150,"dart",20,0.6,1,0
0.05,2048,50,150,"dart",20,0.6,1,0
0.01,2048,50,150,"dart",20,0.6,1,0
0.1,256,60,150,"dart",20,0.6,1,0
0.05,256,60,150,"dart",20,0.6,1,0.661686913976402
0.01,256,60,150,"dart",20,0.6,1,0
0.1,512,60,150,"dart",20,0.6,1,0
0.05,512,60,150,"dart",20,0.6,1,0
0.01,512,60,150,"dart",20,0.6,1,0
0.1,1024,60,150,"dart",20,0.6,1,0
0.05,1024,60,150,"dart",20,0.6,1,0
0.01,1024,60,150,"dart",20,0.6,1,0
0.1,2048,60,150,"dart",20,0.6,1,0
0.05,2048,60,150,"dart",20,0.6,1,0
0.01,2048,60,150,"dart",20,0.6,1,0.656173675452636
0.1,256,70,150,"dart",20,0.6,1,0
0.05,256,70,150,"dart",20,0.6,1,0
0.01,256,70,150,"dart",20,0.6,1,0
0.1,512,70,150,"dart",20,0.6,1,0
0.05,512,70,150,"dart",20,0.6,1,0
0.01,512,70,150,"dart",20,0.6,1,0
0.1,1024,70,150,"dart",20,0.6,1,0
0.05,1024,70,150,"dart",20,0.6,1,0
0.01,1024,70,150,"dart",20,0.6,1,0
0.1,2048,70,150,"dart",20,0.6,1,0
0.05,2048,70,150,"dart",20,0.6,1,0
0.01,2048,70,150,"dart",20,0.6,1,0
0.1,256,40,100,"gbdt",10,1,0.7,0
0.05,256,40,100,"gbdt",10,1,0.7,0
0.01,256,40,100,"gbdt",10,1,0.7,0
0.1,512,40,100,"gbdt",10,1,0.7,0
0.05,512,40,100,"gbdt",10,1,0.7,0
0.01,512,40,100,"gbdt",10,1,0.7,0.60631029018717
0.1,1024,40,100,"gbdt",10,1,0.7,0
0.05,1024,40,100,"gbdt",10,1,0.7,0
0.01,1024,40,100,"gbdt",10,1,0.7,0
0.1,2048,40,100,"gbdt",10,1,0.7,0
0.05,2048,40,100,"gbdt",10,1,0.7,0
0.01,2048,40,100,"gbdt",10,1,0.7,0
0.1,256,50,100,"gbdt",10,1,0.7,0
0.05,256,50,100,"gbdt",10,1,0.7,0
0.01,256,50,100,"gbdt",10,1,0.7,0
0.1,512,50,100,"gbdt",10,1,0.7,0
0.05,512,50,100,"gbdt",10,1,0.7,0
0.01,512,50,100,"gbdt",10,1,0.7,0
0.1,1024,50,100,"gbdt",10,1,0.7,-1
0.05,1024,50,100,"gbdt",10,1,0.7,0
0.01,1024,50,100,"gbdt",10,1,0.7,0.632820101428498
0.1,2048,50,100,"gbdt",10,1,0.7,0
0.05,2048,50,100,"gbdt",10,1,0.7,0
0.01,2048,50,100,"gbdt",10,1,0.7,0
0.1,256,60,100,"gbdt",10,1,0.7,0
0.05,256,60,100,"gbdt",10,1,0.7,0
0.01,256,60,100,"gbdt",10,1,0.7,0
0.1,512,60,100,"gbdt",10,1,0.7,0
0.05,512,60,100,"gbdt",10,1,0.7,0
0.01,512,60,100,"gbdt",10,1,0.7,0
0.1,1024,60,100,"gbdt",10,1,0.7,-1
0.05,1024,60,100,"gbdt",10,1,0.7,0.648985516455324
0.01,1024,60,100,"gbdt",10,1,0.7,0
0.1,2048,60,100,"gbdt",10,1,0.7,0
0.05,2048,60,100,"gbdt",10,1,0.7,0
0.01,2048,60,100,"gbdt",10,1,0.7,0
0.1,256,70,100,"gbdt",10,1,0.7,0
0.05,256,70,100,"gbdt",10,1,0.7,0.663768898702557
0.01,256,70,100,"gbdt",10,1,0.7,0
0.1,512,70,100,"gbdt",10,1,0.7,-1
0.05,512,70,100,"gbdt",10,1,0.7,0
0.01,512,70,100,"gbdt",10,1,0.7,0
0.1,1024,70,100,"gbdt",10,1,0.7,0
0.05,1024,70,100,"gbdt",10,1,0.7,0
0.01,1024,70,100,"gbdt",10,1,0.7,0
0.1,2048,70,100,"gbdt",10,1,0.7,-1
0.05,2048,70,100,"gbdt",10,1,0.7,0
0.01,2048,70,100,"gbdt",10,1,0.7,0.665767484898909
0.1,256,40,150,"gbdt",10,1,0.7,0
0.05,256,40,150,"gbdt",10,1,0.7,0
0.01,256,40,150,"gbdt",10,1,0.7,0.605160581883457
0.1,512,40,150,"gbdt",10,1,0.7,-1
0.05,512,40,150,"gbdt",10,1,0.7,0
