"learning_rate","max_bin","num_leaves","nrounds","boosting","max_depth","bagging_fraction","feature_fraction","accuracy"
0.01,512,60,150,"dart",15,0.8,0.7,0
0.1,1024,60,150,"dart",15,0.8,0.7,0
0.05,1024,60,150,"dart",15,0.8,0.7,0.707057699868548
0.01,1024,60,150,"dart",15,0.8,0.7,0
0.1,2048,60,150,"dart",15,0.8,0.7,0
0.05,2048,60,150,"dart",15,0.8,0.7,0
0.01,2048,60,150,"dart",15,0.8,0.7,0
0.1,256,70,150,"dart",15,0.8,0.7,0
0.05,256,70,150,"dart",15,0.8,0.7,0.671543825927411
0.01,256,70,150,"dart",15,0.8,0.7,0
0.1,512,70,150,"dart",15,0.8,0.7,0.634234897916228
0.05,512,70,150,"dart",15,0.8,0.7,0
0.01,512,70,150,"dart",15,0.8,0.7,0
0.1,1024,70,150,"dart",15,0.8,0.7,0
0.05,1024,70,150,"dart",15,0.8,0.7,0.719855402834756
0.01,1024,70,150,"dart",15,0.8,0.7,0
0.1,2048,70,150,"dart",15,0.8,0.7,0
0.05,2048,70,150,"dart",15,0.8,0.7,0
0.01,2048,70,150,"dart",15,0.8,0.7,0
0.1,256,40,100,"gbdt",20,0.8,0.7,0
0.05,256,40,100,"gbdt",20,0.8,0.7,0
0.01,256,40,100,"gbdt",20,0.8,0.7,0
0.1,512,40,100,"gbdt",20,0.8,0.7,0
0.05,512,40,100,"gbdt",20,0.8,0.7,0.659116452147115
0.01,512,40,100,"gbdt",20,0.8,0.7,0
0.1,1024,40,100,"gbdt",20,0.8,0.7,0
0.05,1024,40,100,"gbdt",20,0.8,0.7,0
0.01,1024,40,100,"gbdt",20,0.8,0.7,0
0.1,2048,40,100,"gbdt",20,0.8,0.7,0
0.05,2048,40,100,"gbdt",20,0.8,0.7,0
0.01,2048,40,100,"gbdt",20,0.8,0.7,0
0.1,256,50,100,"gbdt",20,0.8,0.7,0
0.05,256,50,100,"gbdt",20,0.8,0.7,0
0.01,256,50,100,"gbdt",20,0.8,0.7,0
0.1,512,50,100,"gbdt",20,0.8,0.7,0
0.05,512,50,100,"gbdt",20,0.8,0.7,0
0.01,512,50,100,"gbdt",20,0.8,0.7,0
0.1,1024,50,100,"gbdt",20,0.8,0.7,0
0.05,1024,50,100,"gbdt",20,0.8,0.7,0
0.01,1024,50,100,"gbdt",20,0.8,0.7,0
0.1,2048,50,100,"gbdt",20,0.8,0.7,0
0.05,2048,50,100,"gbdt",20,0.8,0.7,0
0.01,2048,50,100,"gbdt",20,0.8,0.7,0
0.1,256,60,100,"gbdt",20,0.8,0.7,0
0.05,256,60,100,"gbdt",20,0.8,0.7,0
0.01,256,60,100,"gbdt",20,0.8,0.7,0
0.1,512,60,100,"gbdt",20,0.8,0.7,0
0.05,512,60,100,"gbdt",20,0.8,0.7,0
0.01,512,60,100,"gbdt",20,0.8,0.7,0
0.1,1024,60,100,"gbdt",20,0.8,0.7,0
0.05,1024,60,100,"gbdt",20,0.8,0.7,0
0.01,1024,60,100,"gbdt",20,0.8,0.7,0
0.1,2048,60,100,"gbdt",20,0.8,0.7,-1
0.05,2048,60,100,"gbdt",20,0.8,0.7,0
0.01,2048,60,100,"gbdt",20,0.8,0.7,0.674937351818684
0.1,256,70,100,"gbdt",20,0.8,0.7,0
0.05,256,70,100,"gbdt",20,0.8,0.7,0
0.01,256,70,100,"gbdt",20,0.8,0.7,0
0.1,512,70,100,"gbdt",20,0.8,0.7,0
0.05,512,70,100,"gbdt",20,0.8,0.7,0
0.01,512,70,100,"gbdt",20,0.8,0.7,0
0.1,1024,70,100,"gbdt",20,0.8,0.7,0
0.05,1024,70,100,"gbdt",20,0.8,0.7,0.698069522602987
0.01,1024,70,100,"gbdt",20,0.8,0.7,0
0.1,2048,70,100,"gbdt",20,0.8,0.7,-1
0.05,2048,70,100,"gbdt",20,0.8,0.7,0
0.01,2048,70,100,"gbdt",20,0.8,0.7,0
0.1,256,40,150,"gbdt",20,0.8,0.7,-1
0.05,256,40,150,"gbdt",20,0.8,0.7,0
0.01,256,40,150,"gbdt",20,0.8,0.7,0
0.1,512,40,150,"gbdt",20,0.8,0.7,0
0.05,512,40,150,"gbdt",20,0.8,0.7,0
0.01,512,40,150,"gbdt",20,0.8,0.7,0
0.1,1024,40,150,"gbdt",20,0.8,0.7,0
0.05,1024,40,150,"gbdt",20,0.8,0.7,0.561653355996553
0.01,1024,40,150,"gbdt",20,0.8,0.7,0
0.1,2048,40,150,"gbdt",20,0.8,0.7,0
0.05,2048,40,150,"gbdt",20,0.8,0.7,0
0.01,2048,40,150,"gbdt",20,0.8,0.7,0
0.1,256,50,150,"gbdt",20,0.8,0.7,0
0.05,256,50,150,"gbdt",20,0.8,0.7,0
0.01,256,50,150,"gbdt",20,0.8,0.7,0
0.1,512,50,150,"gbdt",20,0.8,0.7,-1
0.05,512,50,150,"gbdt",20,0.8,0.7,0
0.01,512,50,150,"gbdt",20,0.8,0.7,0
0.1,1024,50,150,"gbdt",20,0.8,0.7,0
0.05,1024,50,150,"gbdt",20,0.8,0.7,0
0.01,1024,50,150,"gbdt",20,0.8,0.7,0
0.1,2048,50,150,"gbdt",20,0.8,0.7,0
0.05,2048,50,150,"gbdt",20,0.8,0.7,0
0.01,2048,50,150,"gbdt",20,0.8,0.7,0
0.1,256,60,150,"gbdt",20,0.8,0.7,-1
0.05,256,60,150,"gbdt",20,0.8,0.7,0.510269933241463
0.01,256,60,150,"gbdt",20,0.8,0.7,0
0.1,512,60,150,"gbdt",20,0.8,0.7,0
0.05,512,60,150,"gbdt",20,0.8,0.7,0
0.01,512,60,150,"gbdt",20,0.8,0.7,0
0.1,1024,60,150,"gbdt",20,0.8,0.7,0
0.05,1024,60,150,"gbdt",20,0.8,0.7,0
0.01,1024,60,150,"gbdt",20,0.8,0.7,0
0.1,2048,60,150,"gbdt",20,0.8,0.7,0
0.05,2048,60,150,"gbdt",20,0.8,0.7,0
0.01,2048,60,150,"gbdt",20,0.8,0.7,0
0.1,256,70,150,"gbdt",20,0.8,0.7,0
0.05,256,70,150,"gbdt",20,0.8,0.7,0
0.01,256,70,150,"gbdt",20,0.8,0.7,0.648824676433561
0.1,512,70,150,"gbdt",20,0.8,0.7,0
0.05,512,70,150,"gbdt",20,0.8,0.7,0
0.01,512,70,150,"gbdt",20,0.8,0.7,0.670970957454836
0.1,1024,70,150,"gbdt",20,0.8,0.7,0
0.05,1024,70,150,"gbdt",20,0.8,0.7,0
0.01,1024,70,150,"gbdt",20,0.8,0.7,0
0.1,2048,70,150,"gbdt",20,0.8,0.7,0
0.05,2048,70,150,"gbdt",20,0.8,0.7,0
0.01,2048,70,150,"gbdt",20,0.8,0.7,0
0.1,256,40,100,"dart",20,0.8,0.7,0
0.05,256,40,100,"dart",20,0.8,0.7,0
0.01,256,40,100,"dart",20,0.8,0.7,0
0.1,512,40,100,"dart",20,0.8,0.7,0
0.05,512,40,100,"dart",20,0.8,0.7,0
0.01,512,40,100,"dart",20,0.8,0.7,0
0.1,1024,40,100,"dart",20,0.8,0.7,0
0.05,1024,40,100,"dart",20,0.8,0.7,0.661564794700619
0.01,1024,40,100,"dart",20,0.8,0.7,0
0.1,2048,40,100,"dart",20,0.8,0.7,0
0.05,2048,40,100,"dart",20,0.8,0.7,0
0.01,2048,40,100,"dart",20,0.8,0.7,0.618843897809002
0.1,256,50,100,"dart",20,0.8,0.7,0
0.05,256,50,100,"dart",20,0.8,0.7,0
0.01,256,50,100,"dart",20,0.8,0.7,0
0.1,512,50,100,"dart",20,0.8,0.7,0.673314059006445
0.05,512,50,100,"dart",20,0.8,0.7,0
0.01,512,50,100,"dart",20,0.8,0.7,0.61092004463807
0.1,1024,50,100,"dart",20,0.8,0.7,0
0.05,1024,50,100,"dart",20,0.8,0.7,0
0.01,1024,50,100,"dart",20,0.8,0.7,0
0.1,2048,50,100,"dart",20,0.8,0.7,0
0.05,2048,50,100,"dart",20,0.8,0.7,0
0.01,2048,50,100,"dart",20,0.8,0.7,0
0.1,256,60,100,"dart",20,0.8,0.7,0.648720428271307
0.05,256,60,100,"dart",20,0.8,0.7,0
0.01,256,60,100,"dart",20,0.8,0.7,0.607811463723625
0.1,512,60,100,"dart",20,0.8,0.7,0
0.05,512,60,100,"dart",20,0.8,0.7,0.67494926589437
0.01,512,60,100,"dart",20,0.8,0.7,0
0.1,1024,60,100,"dart",20,0.8,0.7,0.684880640818418
0.05,1024,60,100,"dart",20,0.8,0.7,0
0.01,1024,60,100,"dart",20,0.8,0.7,0
0.1,2048,60,100,"dart",20,0.8,0.7,0
0.05,2048,60,100,"dart",20,0.8,0.7,0
0.01,2048,60,100,"dart",20,0.8,0.7,0
0.1,256,70,100,"dart",20,0.8,0.7,0
0.05,256,70,100,"dart",20,0.8,0.7,0.663198015909262
0.01,256,70,100,"dart",20,0.8,0.7,0.616985302001962
0.1,512,70,100,"dart",20,0.8,0.7,0
0.05,512,70,100,"dart",20,0.8,0.7,0
0.01,512,70,100,"dart",20,0.8,0.7,0.633888396881689
0.1,1024,70,100,"dart",20,0.8,0.7,0
0.05,1024,70,100,"dart",20,0.8,0.7,0
0.01,1024,70,100,"dart",20,0.8,0.7,0
0.1,2048,70,100,"dart",20,0.8,0.7,0
0.05,2048,70,100,"dart",20,0.8,0.7,0
0.01,2048,70,100,"dart",20,0.8,0.7,0
0.1,256,40,150,"dart",20,0.8,0.7,0.592431384852444
0.05,256,40,150,"dart",20,0.8,0.7,0
0.01,256,40,150,"dart",20,0.8,0.7,0
0.1,512,40,150,"dart",20,0.8,0.7,0
0.05,512,40,150,"dart",20,0.8,0.7,0
0.01,512,40,150,"dart",20,0.8,0.7,0
0.1,1024,40,150,"dart",20,0.8,0.7,0.609327529854688
0.05,1024,40,150,"dart",20,0.8,0.7,0.673489791622816
0.01,1024,40,150,"dart",20,0.8,0.7,0.611373772353785
0.1,2048,40,150,"dart",20,0.8,0.7,0
0.05,2048,40,150,"dart",20,0.8,0.7,0.688517412421615
0.01,2048,40,150,"dart",20,0.8,0.7,0
0.1,256,50,150,"dart",20,0.8,0.7,0
0.05,256,50,150,"dart",20,0.8,0.7,0
0.01,256,50,150,"dart",20,0.8,0.7,0
0.1,512,50,150,"dart",20,0.8,0.7,0
0.05,512,50,150,"dart",20,0.8,0.7,0.671431635048034
0.01,512,50,150,"dart",20,0.8,0.7,0
0.1,1024,50,150,"dart",20,0.8,0.7,0
0.05,1024,50,150,"dart",20,0.8,0.7,0
0.01,1024,50,150,"dart",20,0.8,0.7,0
0.1,2048,50,150,"dart",20,0.8,0.7,0
0.05,2048,50,150,"dart",20,0.8,0.7,0
0.01,2048,50,150,"dart",20,0.8,0.7,0
0.1,256,60,150,"dart",20,0.8,0.7,0
0.05,256,60,150,"dart",20,0.8,0.7,0.661686913976402
0.01,256,60,150,"dart",20,0.8,0.7,0
0.1,512,60,150,"dart",20,0.8,0.7,0
0.05,512,60,150,"dart",20,0.8,0.7,0
0.01,512,60,150,"dart",20,0.8,0.7,0
0.1,1024,60,150,"dart",20,0.8,0.7,0
0.05,1024,60,150,"dart",20,0.8,0.7,0.70847448203556
0.01,1024,60,150,"dart",20,0.8,0.7,0
0.1,2048,60,150,"dart",20,0.8,0.7,0.672831538941156
0.05,2048,60,150,"dart",20,0.8,0.7,0
0.01,2048,60,150,"dart",20,0.8,0.7,0
0.1,256,70,150,"dart",20,0.8,0.7,0
0.05,256,70,150,"dart",20,0.8,0.7,0
0.01,256,70,150,"dart",20,0.8,0.7,0.620560517547448
0.1,512,70,150,"dart",20,0.8,0.7,0
0.05,512,70,150,"dart",20,0.8,0.7,0
0.01,512,70,150,"dart",20,0.8,0.7,0
0.1,1024,70,150,"dart",20,0.8,0.7,0
0.05,1024,70,150,"dart",20,0.8,0.7,0
0.01,1024,70,150,"dart",20,0.8,0.7,0
0.1,2048,70,150,"dart",20,0.8,0.7,0
0.05,2048,70,150,"dart",20,0.8,0.7,0
0.01,2048,70,150,"dart",20,0.8,0.7,0
0.1,256,40,100,"gbdt",10,0.6,0.7,0
0.05,256,40,100,"gbdt",10,0.6,0.7,0
0.01,256,40,100,"gbdt",10,0.6,0.7,0
0.1,512,40,100,"gbdt",10,0.6,0.7,-1
0.05,512,40,100,"gbdt",10,0.6,0.7,0
0.01,512,40,100,"gbdt",10,0.6,0.7,0
0.1,1024,40,100,"gbdt",10,0.6,0.7,0
0.05,1024,40,100,"gbdt",10,0.6,0.7,0.661986751547837
0.01,1024,40,100,"gbdt",10,0.6,0.7,0
0.1,2048,40,100,"gbdt",10,0.6,0.7,0
0.05,2048,40,100,"gbdt",10,0.6,0.7,0
0.01,2048,40,100,"gbdt",10,0.6,0.7,0
0.1,256,50,100,"gbdt",10,0.6,0.7,0
0.05,256,50,100,"gbdt",10,0.6,0.7,0
0.01,256,50,100,"gbdt",10,0.6,0.7,0
0.1,512,50,100,"gbdt",10,0.6,0.7,0
0.05,512,50,100,"gbdt",10,0.6,0.7,0
0.01,512,50,100,"gbdt",10,0.6,0.7,0
0.1,1024,50,100,"gbdt",10,0.6,0.7,-1
0.05,1024,50,100,"gbdt",10,0.6,0.7,0.572270783112195
0.01,1024,50,100,"gbdt",10,0.6,0.7,0
0.1,2048,50,100,"gbdt",10,0.6,0.7,0
0.05,2048,50,100,"gbdt",10,0.6,0.7,0
0.01,2048,50,100,"gbdt",10,0.6,0.7,0.644300306191745
0.1,256,60,100,"gbdt",10,0.6,0.7,0
0.05,256,60,100,"gbdt",10,0.6,0.7,0.640104565870939
0.01,256,60,100,"gbdt",10,0.6,0.7,0
0.1,512,60,100,"gbdt",10,0.6,0.7,0
0.05,512,60,100,"gbdt",10,0.6,0.7,0
0.01,512,60,100,"gbdt",10,0.6,0.7,0
0.1,1024,60,100,"gbdt",10,0.6,0.7,0
0.05,1024,60,100,"gbdt",10,0.6,0.7,0
0.01,1024,60,100,"gbdt",10,0.6,0.7,0
0.1,2048,60,100,"gbdt",10,0.6,0.7,0
0.05,2048,60,100,"gbdt",10,0.6,0.7,0
0.01,2048,60,100,"gbdt",10,0.6,0.7,0
0.1,256,70,100,"gbdt",10,0.6,0.7,0
0.05,256,70,100,"gbdt",10,0.6,0.7,0
0.01,256,70,100,"gbdt",10,0.6,0.7,0
0.1,512,70,100,"gbdt",10,0.6,0.7,0
0.05,512,70,100,"gbdt",10,0.6,0.7,0
0.01,512,70,100,"gbdt",10,0.6,0.7,0.637335536113549
0.1,1024,70,100,"gbdt",10,0.6,0.7,0
0.05,1024,70,100,"gbdt",10,0.6,0.7,0.699655087508886
0.01,1024,70,100,"gbdt",10,0.6,0.7,0
0.1,2048,70,100,"gbdt",10,0.6,0.7,0
0.05,2048,70,100,"gbdt",10,0.6,0.7,0
0.01,2048,70,100,"gbdt",10,0.6,0.7,0.665767484898909
0.1,256,40,150,"gbdt",10,0.6,0.7,0
0.05,256,40,150,"gbdt",10,0.6,0.7,0
0.01,256,40,150,"gbdt",10,0.6,0.7,0
0.1,512,40,150,"gbdt",10,0.6,0.7,0
0.05,512,40,150,"gbdt",10,0.6,0.7,0
0.01,512,40,150,"gbdt",10,0.6,0.7,0
0.1,1024,40,150,"gbdt",10,0.6,0.7,0
0.05,1024,40,150,"gbdt",10,0.6,0.7,0
0.01,1024,40,150,"gbdt",10,0.6,0.7,0.633874497126722
0.1,2048,40,150,"gbdt",10,0.6,0.7,0
0.05,2048,40,150,"gbdt",10,0.6,0.7,0
0.01,2048,40,150,"gbdt",10,0.6,0.7,0
0.1,256,50,150,"gbdt",10,0.6,0.7,0
0.05,256,50,150,"gbdt",10,0.6,0.7,0
0.01,256,50,150,"gbdt",10,0.6,0.7,0
0.1,512,50,150,"gbdt",10,0.6,0.7,0
0.05,512,50,150,"gbdt",10,0.6,0.7,0
0.01,512,50,150,"gbdt",10,0.6,0.7,0
0.1,1024,50,150,"gbdt",10,0.6,0.7,0
0.05,1024,50,150,"gbdt",10,0.6,0.7,0.307843830295906
0.01,1024,50,150,"gbdt",10,0.6,0.7,0
0.1,2048,50,150,"gbdt",10,0.6,0.7,0
0.05,2048,50,150,"gbdt",10,0.6,0.7,0
0.01,2048,50,150,"gbdt",10,0.6,0.7,0
0.1,256,60,150,"gbdt",10,0.6,0.7,0
0.05,256,60,150,"gbdt",10,0.6,0.7,0
0.01,256,60,150,"gbdt",10,0.6,0.7,0.6254264246256
0.1,512,60,150,"gbdt",10,0.6,0.7,-1
0.05,512,60,150,"gbdt",10,0.6,0.7,0
0.01,512,60,150,"gbdt",10,0.6,0.7,0
0.1,1024,60,150,"gbdt",10,0.6,0.7,0
0.05,1024,60,150,"gbdt",10,0.6,0.7,0
0.01,1024,60,150,"gbdt",10,0.6,0.7,0
0.1,2048,60,150,"gbdt",10,0.6,0.7,0
0.05,2048,60,150,"gbdt",10,0.6,0.7,0
0.01,2048,60,150,"gbdt",10,0.6,0.7,0.673346822714582
0.1,256,70,150,"gbdt",10,0.6,0.7,0
0.05,256,70,150,"gbdt",10,0.6,0.7,0.568950727354321
0.01,256,70,150,"gbdt",10,0.6,0.7,0
0.1,512,70,150,"gbdt",10,0.6,0.7,0
0.05,512,70,150,"gbdt",10,0.6,0.7,0
0.01,512,70,150,"gbdt",10,0.6,0.7,0
0.1,1024,70,150,"gbdt",10,0.6,0.7,0
0.05,1024,70,150,"gbdt",10,0.6,0.7,0
0.01,1024,70,150,"gbdt",10,0.6,0.7,0.668814509755642
0.1,2048,70,150,"gbdt",10,0.6,0.7,0
0.05,2048,70,150,"gbdt",10,0.6,0.7,0
0.01,2048,70,150,"gbdt",10,0.6,0.7,0
0.1,256,40,100,"dart",10,0.6,0.7,0
0.05,256,40,100,"dart",10,0.6,0.7,0
0.01,256,40,100,"dart",10,0.6,0.7,0
0.1,512,40,100,"dart",10,0.6,0.7,0
0.05,512,40,100,"dart",10,0.6,0.7,0
0.01,512,40,100,"dart",10,0.6,0.7,0
0.1,1024,40,100,"dart",10,0.6,0.7,0
0.05,1024,40,100,"dart",10,0.6,0.7,0.651530164453958
0.01,1024,40,100,"dart",10,0.6,0.7,0
0.1,2048,40,100,"dart",10,0.6,0.7,0
0.05,2048,40,100,"dart",10,0.6,0.7,0
0.01,2048,40,100,"dart",10,0.6,0.7,0
0.1,256,50,100,"dart",10,0.6,0.7,0
0.05,256,50,100,"dart",10,0.6,0.7,0
0.01,256,50,100,"dart",10,0.6,0.7,0
0.1,512,50,100,"dart",10,0.6,0.7,0.636591899222805
0.05,512,50,100,"dart",10,0.6,0.7,0
0.01,512,50,100,"dart",10,0.6,0.7,0
0.1,1024,50,100,"dart",10,0.6,0.7,0
0.05,1024,50,100,"dart",10,0.6,0.7,0
0.01,1024,50,100,"dart",10,0.6,0.7,0.613599718827814
0.1,2048,50,100,"dart",10,0.6,0.7,0
0.05,2048,50,100,"dart",10,0.6,0.7,0
0.01,2048,50,100,"dart",10,0.6,0.7,0
0.1,256,60,100,"dart",10,0.6,0.7,0
0.05,256,60,100,"dart",10,0.6,0.7,0
0.01,256,60,100,"dart",10,0.6,0.7,0
0.1,512,60,100,"dart",10,0.6,0.7,0.657204242999488
0.05,512,60,100,"dart",10,0.6,0.7,0
0.01,512,60,100,"dart",10,0.6,0.7,0
0.1,1024,60,100,"dart",10,0.6,0.7,0
0.05,1024,60,100,"dart",10,0.6,0.7,0
0.01,1024,60,100,"dart",10,0.6,0.7,0
0.1,2048,60,100,"dart",10,0.6,0.7,0
0.05,2048,60,100,"dart",10,0.6,0.7,0
0.01,2048,60,100,"dart",10,0.6,0.7,0
0.1,256,70,100,"dart",10,0.6,0.7,0
0.05,256,70,100,"dart",10,0.6,0.7,0
0.01,256,70,100,"dart",10,0.6,0.7,0
0.1,512,70,100,"dart",10,0.6,0.7,0
0.05,512,70,100,"dart",10,0.6,0.7,0
0.01,512,70,100,"dart",10,0.6,0.7,0.620761071154831
0.1,1024,70,100,"dart",10,0.6,0.7,0
0.05,1024,70,100,"dart",10,0.6,0.7,0
0.01,1024,70,100,"dart",10,0.6,0.7,0
0.1,2048,70,100,"dart",10,0.6,0.7,0
0.05,2048,70,100,"dart",10,0.6,0.7,0
0.01,2048,70,100,"dart",10,0.6,0.7,0
0.1,256,40,150,"dart",10,0.6,0.7,0
0.05,256,40,150,"dart",10,0.6,0.7,0
0.01,256,40,150,"dart",10,0.6,0.7,0.582881260350353
0.1,512,40,150,"dart",10,0.6,0.7,0
0.05,512,40,150,"dart",10,0.6,0.7,0
0.01,512,40,150,"dart",10,0.6,0.7,0
0.1,1024,40,150,"dart",10,0.6,0.7,0
0.05,1024,40,150,"dart",10,0.6,0.7,0
0.01,1024,40,150,"dart",10,0.6,0.7,0.603745785395726
0.1,2048,40,150,"dart",10,0.6,0.7,0
0.05,2048,40,150,"dart",10,0.6,0.7,0
0.01,2048,40,150,"dart",10,0.6,0.7,0
0.1,256,50,150,"dart",10,0.6,0.7,0.533287927467107
0.05,256,50,150,"dart",10,0.6,0.7,0
0.01,256,50,150,"dart",10,0.6,0.7,0
0.1,512,50,150,"dart",10,0.6,0.7,0
0.05,512,50,150,"dart",10,0.6,0.7,0
0.01,512,50,150,"dart",10,0.6,0.7,0.60617526399606
0.1,1024,50,150,"dart",10,0.6,0.7,0
0.05,1024,50,150,"dart",10,0.6,0.7,0.677619011687708
0.01,1024,50,150,"dart",10,0.6,0.7,0.617584977144832
0.1,2048,50,150,"dart",10,0.6,0.7,0
0.05,2048,50,150,"dart",10,0.6,0.7,0.693219500959083
0.01,2048,50,150,"dart",10,0.6,0.7,0
0.1,256,60,150,"dart",10,0.6,0.7,0
0.05,256,60,150,"dart",10,0.6,0.7,0
0.01,256,60,150,"dart",10,0.6,0.7,0
0.1,512,60,150,"dart",10,0.6,0.7,0
0.05,512,60,150,"dart",10,0.6,0.7,0
0.01,512,60,150,"dart",10,0.6,0.7,0
0.1,1024,60,150,"dart",10,0.6,0.7,0
0.05,1024,60,150,"dart",10,0.6,0.7,0
0.01,1024,60,150,"dart",10,0.6,0.7,0
0.1,2048,60,150,"dart",10,0.6,0.7,0
0.05,2048,60,150,"dart",10,0.6,0.7,0
0.01,2048,60,150,"dart",10,0.6,0.7,0.639223917109804
0.1,256,70,150,"dart",10,0.6,0.7,0
0.05,256,70,150,"dart",10,0.6,0.7,0
0.01,256,70,150,"dart",10,0.6,0.7,0.608989964376914
0.1,512,70,150,"dart",10,0.6,0.7,0
0.05,512,70,150,"dart",10,0.6,0.7,0
0.01,512,70,150,"dart",10,0.6,0.7,0
0.1,1024,70,150,"dart",10,0.6,0.7,0
0.05,1024,70,150,"dart",10,0.6,0.7,0.700831602482893
0.01,1024,70,150,"dart",10,0.6,0.7,0
0.1,2048,70,150,"dart",10,0.6,0.7,0.641416107036056
0.05,2048,70,150,"dart",10,0.6,0.7,0
0.01,2048,70,150,"dart",10,0.6,0.7,0
0.1,256,40,100,"gbdt",15,0.6,0.7,0
0.05,256,40,100,"gbdt",15,0.6,0.7,0
0.01,256,40,100,"gbdt",15,0.6,0.7,0
0.1,512,40,100,"gbdt",15,0.6,0.7,0
0.05,512,40,100,"gbdt",15,0.6,0.7,0
0.01,512,40,100,"gbdt",15,0.6,0.7,0
0.1,1024,40,100,"gbdt",15,0.6,0.7,0
0.05,1024,40,100,"gbdt",15,0.6,0.7,0
0.01,1024,40,100,"gbdt",15,0.6,0.7,0
0.1,2048,40,100,"gbdt",15,0.6,0.7,0
0.05,2048,40,100,"gbdt",15,0.6,0.7,0
0.01,2048,40,100,"gbdt",15,0.6,0.7,0
0.1,256,50,100,"gbdt",15,0.6,0.7,-1
0.05,256,50,100,"gbdt",15,0.6,0.7,0
0.01,256,50,100,"gbdt",15,0.6,0.7,0
0.1,512,50,100,"gbdt",15,0.6,0.7,0
0.05,512,50,100,"gbdt",15,0.6,0.7,0
0.01,512,50,100,"gbdt",15,0.6,0.7,0
0.1,1024,50,100,"gbdt",15,0.6,0.7,0
0.05,1024,50,100,"gbdt",15,0.6,0.7,0
0.01,1024,50,100,"gbdt",15,0.6,0.7,0
0.1,2048,50,100,"gbdt",15,0.6,0.7,0
0.05,2048,50,100,"gbdt",15,0.6,0.7,0
0.01,2048,50,100,"gbdt",15,0.6,0.7,0
0.1,256,60,100,"gbdt",15,0.6,0.7,0
0.05,256,60,100,"gbdt",15,0.6,0.7,0
0.01,256,60,100,"gbdt",15,0.6,0.7,0
0.1,512,60,100,"gbdt",15,0.6,0.7,0
0.05,512,60,100,"gbdt",15,0.6,0.7,0.677972462599731
0.01,512,60,100,"gbdt",15,0.6,0.7,0
0.1,1024,60,100,"gbdt",15,0.6,0.7,0
0.05,1024,60,100,"gbdt",15,0.6,0.7,0
0.01,1024,60,100,"gbdt",15,0.6,0.7,0
0.1,2048,60,100,"gbdt",15,0.6,0.7,0
0.05,2048,60,100,"gbdt",15,0.6,0.7,0
0.01,2048,60,100,"gbdt",15,0.6,0.7,0
0.1,256,70,100,"gbdt",15,0.6,0.7,0
0.05,256,70,100,"gbdt",15,0.6,0.7,0
0.01,256,70,100,"gbdt",15,0.6,0.7,0
0.1,512,70,100,"gbdt",15,0.6,0.7,0
0.05,512,70,100,"gbdt",15,0.6,0.7,0
0.01,512,70,100,"gbdt",15,0.6,0.7,0.652686822635155
0.1,1024,70,100,"gbdt",15,0.6,0.7,-1
0.05,1024,70,100,"gbdt",15,0.6,0.7,0
0.01,1024,70,100,"gbdt",15,0.6,0.7,0
0.1,2048,70,100,"gbdt",15,0.6,0.7,0
0.05,2048,70,100,"gbdt",15,0.6,0.7,0
0.01,2048,70,100,"gbdt",15,0.6,0.7,0.685460459168477
0.1,256,40,150,"gbdt",15,0.6,0.7,0
0.05,256,40,150,"gbdt",15,0.6,0.7,0
0.01,256,40,150,"gbdt",15,0.6,0.7,0.611414478779046
0.1,512,40,150,"gbdt",15,0.6,0.7,0
0.05,512,40,150,"gbdt",15,0.6,0.7,0
0.01,512,40,150,"gbdt",15,0.6,0.7,0.627358490566038
0.1,1024,40,150,"gbdt",15,0.6,0.7,-1
0.05,1024,40,150,"gbdt",15,0.6,0.7,0
0.01,1024,40,150,"gbdt",15,0.6,0.7,0.643752258710182
0.1,2048,40,150,"gbdt",15,0.6,0.7,-1
0.05,2048,40,150,"gbdt",15,0.6,0.7,0
0.01,2048,40,150,"gbdt",15,0.6,0.7,0
0.1,256,50,150,"gbdt",15,0.6,0.7,0
0.05,256,50,150,"gbdt",15,0.6,0.7,0
0.01,256,50,150,"gbdt",15,0.6,0.7,0
0.1,512,50,150,"gbdt",15,0.6,0.7,0
0.05,512,50,150,"gbdt",15,0.6,0.7,0.56908476070579
0.01,512,50,150,"gbdt",15,0.6,0.7,0
0.1,1024,50,150,"gbdt",15,0.6,0.7,0
0.05,1024,50,150,"gbdt",15,0.6,0.7,0
0.01,1024,50,150,"gbdt",15,0.6,0.7,0
0.1,2048,50,150,"gbdt",15,0.6,0.7,0
0.05,2048,50,150,"gbdt",15,0.6,0.7,0
0.01,2048,50,150,"gbdt",15,0.6,0.7,0.676468310544354
0.1,256,60,150,"gbdt",15,0.6,0.7,-1
0.05,256,60,150,"gbdt",15,0.6,0.7,0
0.01,256,60,150,"gbdt",15,0.6,0.7,0
0.1,512,60,150,"gbdt",15,0.6,0.7,0
0.05,512,60,150,"gbdt",15,0.6,0.7,0
0.01,512,60,150,"gbdt",15,0.6,0.7,0
0.1,1024,60,150,"gbdt",15,0.6,0.7,0
0.05,1024,60,150,"gbdt",15,0.6,0.7,0.525260818973563
0.01,1024,60,150,"gbdt",15,0.6,0.7,0.675981819120503
0.1,2048,60,150,"gbdt",15,0.6,0.7,0
0.05,2048,60,150,"gbdt",15,0.6,0.7,0
0.01,2048,60,150,"gbdt",15,0.6,0.7,0
0.1,256,70,150,"gbdt",15,0.6,0.7,-1
